"(Intercept)","Relationship","weeklyADH","weeklyStress"
2.64174343029117,-0.746098248192179,-0.282240786065513,-0.0742858669773138
2.59405364000385,-0.84034477336968,0.206474243163349,0.117779449194888
1.00587509862829,-0.816507608406805,0.391698053463282,-0.160681423878117
-23.2107881894803,0,6.21292000303464e-33,1.02341648684139e-33
23.2107882960298,0,6.59711199761274e-34,-2.65855249719352e-34
-2.04723157269359,-0.204368112931172,0.997636432029756,-0.0018062147361347
-23.2107881894803,0,8.45527466968563e-33,1.42064538897701e-34
-1.50209487873383,1.46249635260448,-0.362841498501976,0.00933062838393735
-1.14761702839728,-0.631449528791161,0.286125215762171,-0.0961023216471315
2.47684782584038,-0.584516901815241,-0.0708335885540999,-0.0262369300242068
-23.2107881894803,0,6.58654993578376e-31,-7.98950411583914e-33
-1.23271812701487,0.488266065836153,0.488977793509949,0.00866334994924273
-0.334423806712148,0.345245952470782,0.257093183998374,0.0603188539864342
-3.25745239419616,0.111873376097916,0.778558715084028,0.199526540687154
2.53329309579326,0.0278776770559147,-0.216171581376489,-0.3050410754512
-1.39257920214565,0.972174502787037,-0.546616581330652,-0.0831494669327252
23.2107882960298,0,-3.14726099342127e-33,-1.14414489961315e-36
23.2107882960298,0,-7.77985722081827e-33,-4.39472150409475e-34
23.2107882960298,0,-1.0962516995183e-31,5.12799121204513e-33
-1.3824947312104,1.83946308440804,0.390755089047839,0.035270548537554
-3.34930102614375,0.42451974345169,1.0312338465526,0.311566108016324
23.2107882960298,0,-6.41556165696678e-34,-8.59772739927176e-34
-0.861387777683762,0.38702226639047,0.289036898774192,0.0249032283735448
0.328323094255482,1.00708755075485,0.190886145872271,-0.0383403531773722
2.5840496890877,-0.892474827277165,-0.0442003024256904,0.227529177044625
0.56929121995264,0.922409381235879,0.0868400355780349,-0.165235507197642
-1.51043716738558,2.18684024187156,-0.00877704558007344,-0.0287706571235708
-23.2107881894803,0,2.00620044058728e-33,-4.71545845762e-34
23.2107882960298,0,-3.39318696944557e-32,4.59562157085502e-34
-1.54187697102228,0.295105094686919,0.498729522265253,-0.104012788473113
-0.497062560458294,1.281650580944,-0.172919670553963,-0.0322502871606875
-0.0930186121259685,-0.0759783888586028,-1.01048107964702,0.0217405613967851
0.60799924729863,1.34889827249887,0,-0.0769632631589692
23.2107882960298,0,-3.44009431551478e-33,7.74153270985152e-34
0.0553206511397192,0.809990724465943,0.29940401059336,-0.253168442221042
0.457135808666504,-0.229044034261911,-0.255992176834337,0.124799030514159
-23.2107881894803,0,7.059791434109e-33,1.30346418870725e-32
2.42389149546329,-0.204500761722009,0.237366411494884,-0.247519032167577
-23.2107881894803,0,3.3701747029076e-32,3.86596802164716e-33
1.07861366766088,0.41210944249476,0.268075601452774,-0.277689066067089
-23.2107881894803,0,5.61091950128335e-32,-8.23540860449486e-34
-1.24304764184106,-0.0322278550022947,0.427006911449962,-0.184255577327353
-0.130520807687039,0.154060250695202,-0.0243854970755202,0.00131601405637238
-2.71595041920838,-0.325149597732799,0.0852373585475312,0.0126778459910593
-23.2107881894803,0,2.44455366955868e-33,2.16279901548647e-33
2.28261202411171,0.296620775761921,0.0900890976127555,0.292515886353555
-23.2107881894803,0,4.6809353499823e-33,1.41407968025008e-33
23.2107882960298,0,1.84975019376885e-33,1.34222362103755e-33
-9.33386323372986,1.13061840321672,1.50436724444268,0.215120731359418
-2.20747240103119,1.36996469117829,0.0707930414757838,-0.173486000144137
-0.540817668492336,1.35370166619301,0.49340208783832,-0.146440206392419
-3.54113968966626,-0.248946427709442,0.205042847829783,0.0998524037508364
3.81469631403017,-0.638008098675692,-0.245868481233192,-0.0966846624101511
-2.06940328124366,1.2157629019702,0.378892763992471,0.0698490479394092
-1.01023746268908,-0.271902040800709,0.284017799840688,0.515351271025431
-23.2107881894803,0,-1.64044861969819e-33,-2.65822884102164e-34
-23.2107881894803,0,-1.83795727558722e-34,-6.21226970929918e-34
0.00617272297944771,0.0685870836835743,0.214048553994072,0.294871791739368
-1.7579971199052,0.48267696322227,0.268399665853689,0.0918857238552523
1.38156037589438,1.05173637271623,-0.102322093331133,0.145200808492966
-1.40128339935814,-0.912568067874429,0.39755944496464,0.0114214235808287
-1.64445943227611,-0.039883411257541,0.217699054894228,0.197002119851066
-2.82824328890216,-0.207755077181821,0.411860200624093,0.191790977866021
